district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
jayapur,A046_A046046,46baberavaaloom kee dhaanee,baberavaaloo kee dhaanee,baberavaaloo kee dhaanee,baberavaaloom dhaanee
udayapur,A149_A149289,289senavaad഼aa,senavaad഼aa,senavaadaa,senavaadaa
naagour,A107_A107152,152nimbeekalaam,nimbeekalaa,nimbeekalaa,nimbeekalaam
toumk,A095_A095228,228lalavaadee,lalavaadee,lalavaadee,lalavaadee
paalee,A121_A121171,171baamgadee,baamgadee,baamgadee,baamgadee
udayapur,A149_A149037,37haayalaa,haayalaa,haayalaa,haayalaa
hanumaanagadh,A008_A008220,220Yararett soft,10 |॥०0-०(bhunaavaalee er,bhunaavaalee er,yararett soft
gamgaanagar,A003_A003106,106 56eph,56eph,56eph,eph
baamsavaadaa,A164_A164091,mathadaan kendr kaa bhavan evam pathaa  :,baamsavaad഼aa,baamsavaadaa,NA
raajasamand,A173_A173236,236bhaarathasimh kaa gudaa൦,bhaarathasimh kaa gudaa൦,bhaarathasimh kaa gudaa,bhaarathasimh gudaa
doomgarapur,A161_A161035,35mooradoogaraa,:,NA,mooradoogaraa
hi suajhhun,A026_A026273,273fraser,siv simh puraa,siv simh puraa,fraser
naagour,A111_A111144,144ooamchaarad഼aa khurd,uamchaaradaa khud‌,uamchaaradaa khud,ooamchaaradaa khurd
hanumaanagadh,A007_A007127,127baseer,० 4eph഼ateepee (baseer,ephateepee baseer,baseer
baadamer,A136_A136226,226dhooloo,dhooloo,dhooloo,dhooloo
savaaeemaadhoopur,A090_A090205,205nandapuraa,namdapuraa,namdapuraa,nandapuraa
jaalour,A141_A141061,61gooeendalaa,Goindla,goindla,gooeendalaa
hi suajhhun,A026_A026241,241FAaTAT,०simghaanaa,simghaanaa,faatat
udayapur,A149_A149134,134nethaavathoom kee bhaagal,०nethaavathoom kee bhaagal,nethaavathoom kee bhaagal,nethaavathoom bhaagal
bheelavaadaa,A182_A182106,106sakkaragadh,samkaragadh,samkaragadh,sakkaragadh
udayapur,A156_A156011,11railaa,railaa,railaa,railaa
udayapur,A154_A154091,91maavalee,maavalee,maavalee,maavalee
hi alavar,A067_A067250,250goovindagadh,Govindgarh (CT),govindgarh ct,goovindagadh
baadamer,A136_A136189,189baayathoo bhoopajee,baayathu bhoopajee,baayathu bhoopajee,baayathoo bhoopajee
jayapur,A048_A048207,207daamgaravaadaa khurd,paaledaa,paaledaa,daamgaravaadaa khurd
paalee,A116_A116291,mathadaan kendr kaa bhavan evam pathaa  :,bheevagadh,bheevagadh,NA
udayapur,A152_A152010,10liyoom kaa gudaa,०liyoo kaa gudaa,liyoo kaa gudaa,liyoom gudaa
beekaaner,A014_A014042,mathadaan kendr kaa bhavan evam pathaa  :,beekaaner,beekaaner,NA
baaraa,A195_A195205,205ataroo,ataroo,ataroo,ataroo
hanumaanagadh,A009_A009033,33gooloobaalaa nivaadaan  22jeaarake,०gooloovaalaa nivaadaan,gooloovaalaa nivaadaan,gooloobaalaa nivaadaan jeaarake
gamgaanagar,A004_A004135,135soorathagadh,soorathagadh഼,soorathagadh,soorathagadh
ajamer,A103_A103061,mathadaan kendr kaa bhavan evam pathaa  :,byaavar,byaavar,NA
h baadamer,A136_A136148,148gehoomvaalaa,gehoomvaalaa,gehoomvaalaa,gehoomvaalaa
alavar,A063_A063022,22TIAaTa,Talwas,talwas,tiaata
savaaeemaadhoopur,A090_A090209,209toomtoolaaee,tootoolaaee,tootoolaaee,toomtoolaaee
bharathapur,A070_A070111,111ghooseemgaa,Ghoseenga,ghoseenga,ghooseemgaa
karoulee,A081_A081220,220Glatt,khooyalee,khooyalee,glatt
hanumaanagadh,A009_A009098,98peeleebamgaa mamdee,०peeleebamgaa,peeleebamgaa,peeleebamgaa mamdee
h jaalour,A145_A145115,115gaamg,Gang,gang,gaamg
h seekar,A038_A038015,15syaaloodad഼aa,syaaloodad഼aa,syaaloodadaa,syaaloodadaa
h dousaa,A087_A087019,19AACST,aamatedaa,aamatedaa,aacst
booadee,A186_A186037,37Feat,boomdee,boomdee,feat
gamgaanagar,A001_A001084,84 30jee jee choonaavadh,० 3060,NA,jee jee choonaavadh
baadamer,A136_A136318,318pathaasar,pathaasar,pathaasar,pathaasar
alavar,A062_A062010,10kaatvaas,kaatoovaas,kaatoovaas,kaatvaas
kootaa,A188_A188229,229devalee,devalee,devalee,devalee
bharathapur,A070_A070039,39livaasanaa,Liwasana,liwasana,livaasanaa
alavar,A059_A059219,219mamdhaa,mamdhaa,mamdhaa,mamdhaa
udayapur,A157_A157245,245bhabaraanaa,hu Bhabrana,hu bhabrana,bhabaraanaa
joodhapur,A122_A122175,175ugraas,ugraas,ugraas,ugraas
raajasamand,A173_A173176,176devagadh,devagadh഼,devagadh,devagadh
baamsavaadaa,A162_A162281,281AAA,०naayan,naayan,281aaa
ajamer,A105_A105258,258goothad഼aa,०aamalee,aamalee,goothadaa
udayapur,A155_A155011,11siyaakhedee,siyaakhedee,siyaakhedee,siyaakhedee
ajamer,A101_A101040,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
8paalee,A120_A120079,79gudaa jaataan,gudaa jaataan,gudaa jaataan,gudaa jaataan
dhoulapur,A078_A078213,213raavathapaadaa baadee,baadee,baadee,raavathapaadaa baadee
joodhapur,A126_A126238,238baad഼aa kalaam,baadaa kalaa,baadaa kalaa,baadaa kalaam
udayapur,A150_A150212,212daagool,bedanapaadaa,bedanapaadaa,daagool
gamgaanagar,A004_A004111,111soorathagadh,soorathagadh഼,soorathagadh,soorathagadh
jayapur,A043_A043054,54goovindagadh,goovindagadh,goovindagadh,goovindagadh
raajasamand,A176_A176079,79theliyoo kaa thaalaab naathadvaaraa,naathadvaaraa,naathadvaaraa,theliyoo thaalaab naathadvaaraa
udayapur,A149_A149122,122jasavanthagadh,gaamv jasavanthagadh,gaamv jasavanthagadh,jasavanthagadh
paalee,A120_A120210,210paathaavaa,paathaavaa,paathaavaa,paathaavaa
udayapur,A156_A156092,92gaathood,gaathoud഼,gaathoud,gaathood
dousaa,A088_A088127,mathadaan kendr kaa bhavan evam pathaa  :,dousaa,dousaa,NA
suajhhunoo,A030_A030060,mathadaan kendr kaa bhavan evam pathaa  :,teetanavaad,teetanavaad,NA
ajamer,A104_A104070,70sathaavadiyaa,sathaavadiyaa,sathaavadiyaa,sathaavadiyaa
naagour,A114_A114209,209nethiyaas,nethiyaas,nethiyaas,nethiyaas
siroohee,A148_A148224,224aaburood഼-11 (badee paanee kee tamkee,aaboorood,aaboorood,aaburood badee paanee tamkee
naagour,A113_A113099,99baajoolee,baajoolee,baajoolee,baajoolee
seekar,A038_A038039,mathadaan kendr kaa bhavan evam pathaa  :,paatan,paatan,NA
bheelavaadaa,A182_A182021,21amaravaasee,amaravaasee,amaravaasee,amaravaasee
h baaraa,A195_A195211,211ddavaadaa,dadavaadaa,dadavaadaa,ddavaadaa
h seekar,A038_A038112,112maavandaa khurd,maavandaa khurd,maavandaa khurd,maavandaa khurd
alavar,A062_A062209,209kaaroodaa,kaaroodaa,kaaroodaa,kaaroodaa
8jaalour,A143_A143066,66daabalee raathoudaan,Dabli Rathoran,dabli rathoran,daabalee raathoudaan
joodhapur,A122_A122173,173khaaraa,khaaraa,khaaraa,khaaraa
naagour,A115_A115233,233gudh഼aasaalt,gudhaasaalt,gudhaasaalt,gudhaasaalt
naagour,A107_A107030,mathadaan kendr kaa bhavan evam pathaa  :,deedavaanaa myunisapalitee,deedavaanaa myunisapalitee,NA
dousaa,A089_A089114,mathadaan kendr kaa bhavan evam pathaa  :,laalasoot,laalasoot,NA
jaalour,A143_A143244,244mudatharaa silee,Mudtara Sili,mudtara sili,mudatharaa silee
suajhhunoo,A030_A030125,125kakaraanaa,०kakaraanaa,kakaraanaa,kakaraanaa
h seekar,A038_A038233,233bamdhaalaa bhoopaalapuraa,bamdhaalaa bhoopaalapuraa,bamdhaalaa bhoopaalapuraa,bamdhaalaa bhoopaalapuraa
ajamer,A103_A103125,mathadaan kendr kaa bhavan evam pathaa  :,byaavar,byaavar,NA
seekar,A033_A033123,"21,lakshm,",lakshmanagadh഼,lakshmanagadh,lakshm
jaalour,A143_A143004,4soobadaavaas,०Sobrawas,sobrawas,soobadaavaas
hanumaanagadh,A008_A008110,"110sabjee mamdee, hanumaanagadh jamksan",hanumaanagadh഼,hanumaanagadh,sabjee mamdee hanumaanagadh jamksan
ajamer,A100_A100026,26kootadaa,ajamer (nagar nigam,ajamer nagar nigam,kootadaa
suajhhun,A027_A027148,148chidaasan,Pasta,pasta,chidaasan
jaalour,A141_A141060,60nooravaa,Norwa,norwa,nooravaa
udayapur,A149_A149251,251AlSTa HAT,ghoodaan kalaa,ghoodaan kalaa,alsta hat
gamgaanagar,A006_A006153,153 9deedee,9deedee,deedee,deedee
hi suajhhun,A030_A030204,204maavathaam,०maavathaa,maavathaa,maavathaam
baadamer,A138_A138175,175melee,melee,melee,melee
ajamer,A104_A104087,87laambaa,laambaa,laambaa,laambaa
hanumaanagadh,A008_A008034,34jand഼aavaalee,6 ॥२॥९<(jandaavaalee,jandaavaalee,jandaavaalee
qe,A024_A024198,198sujaanagadh,sujaanagadh഼,sujaanagadh,sujaanagadh
baadamer,A136_A136263,263javaaharapuraa,javaaharapuraa,javaaharapuraa,javaaharapuraa
suajhhunoo,A030_A030065,65bhoud഼akee,bhoodakee,bhoodakee,bhoudakee
joodhapur,A122_A122185,185saamvareej,saamvareej,saamvareej,saamvareej
paalee,A120_A120191,191doomgaralee,dammgaralee,dammgaralee,doomgaralee
gamgaanagar,A003_A003017,17 12ech moohalaam,12ech,12ech,ech moohalaam
naagour,A114_A114012,12bhakaree moolaas,०bhakaree moulaas,bhakaree moulaas,bhakaree moolaas
paalee,A119_A119019,mathadaan kendr kaa bhavan evam pathaa  :,०maaravaad jamksan (sahar,maaravaad jamksan sahar,NA
gamgaanagar,A003_A003160,160 20bee bee pratham,20beebee  ।,beebee,bee bee pratham
doomgarapur,A158_A158162,162doomgarapur,dooഁagarapur,dooagarapur,doomgarapur
seekar,A032_A032171,171kaaramgaa badaa,kaaramgaa badaa,kaaramgaa badaa,kaaramgaa badaa
baadamer,A140_A140304,304goudaa,goudaa,goudaa,goudaa
seekar,A039_A039003,3kachamnapur,kamchanapur,kamchanapur,kachamnapur
alavar,A061_A061025,25naaghoodee,NAGHODI,naghodi,naaghoodee
naagour,A106_A106013,13laadanoom,ast,ast,laadanoom
hi suajhhun,A029_A029029,29pabaanaa,०pabaanaa,pabaanaa,pabaanaa
prathaapagadh,A157_A157108,108dhariyaavad,dhariyaavad sitee,dhariyaavad sitee,dhariyaavad
udayapur,A152_A152046,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
qe,A022_A022105,105chooroo,chooru,chooru,chooroo
bharathapur,A072_A072229,229saamtharook,saamtharook,saamtharook,saamtharook
jhhaalaavaad,A198_A198076,76ATAU ITT,jhhaalaraapaatan,jhhaalaraapaatan,atau itt
suajhhunoo,A026_A026136,136buhaanaa,buhaanaa,buhaanaa,buhaanaa
jayapur,A045_A045206,206jhhoodindaa bhoojapuraa,jhhoodindaa bhoojapuraa,jhhoodindaa bhoojapuraa,jhhoodindaa bhoojapuraa
ajamer,A104_A104203,203chaampaaneree,chaapaaneree,chaapaaneree,chaampaaneree
dousaa,A085_A085008,8bhaamvathee,bhaamvathee,bhaamvathee,bhaamvathee
naagour,A114_A114072,72kinasariyaa,kinasariyaa,kinasariyaa,kinasariyaa
qe,A024_A024165,165sujaanagadh,sujaanagadh഼,sujaanagadh,sujaanagadh
seekar,A038_A038204,204dhaanee maaliyaan than bhoodoolee,bhoodoolee,bhoodoolee,dhaanee maaliyaan than bhoodoolee
jayapur,A044_A044150,150saambhar lek,saambhar nagar paalikaa,saambhar nagar paalikaa,saambhar lek
naagour,A114_A114225,225pamvaaliyaa,pamvaaliyaa,pamvaaliyaa,pamvaaliyaa
naagour,A115_A115205,205baataliyaa,baataliyaa,baataliyaa,baataliyaa
ajamer,A104_A104150,150sootheekhed഼aa,sootheekhe൦adaa,sootheekheadaa,sootheekhedaa
ajamer,A103_A103066,mathadaan kendr kaa bhavan evam pathaa  :,byaavar,byaavar,NA
booadee,A185_A185252,252ke.paatan,kesooraayapaatan,kesooraayapaatan,kepaatan
gamgaanagar,A005_A005227,227sivapuree,29GB-B (Rural),29gbb rural,sivapuree
qe,A023_A023052,52rathanagadh,rathanagadh഼,rathanagadh,rathanagadh
paalee,A116_A116244,244kundaal (booteevaas,Boontiwas,boontiwas,kundaal booteevaas
bharathapur,A071_A071039,39punaay,Punay,punay,punaay
udayapur,A156_A156251,251khood഼aav,khoomdaav,khoomdaav,khoodaav
ajamer,A103_A103196,196kaabaraa,:,NA,kaabaraa
savaaeemaadhoopur,A090_A090090,90vrihambaad,Brahmabad(Rural),brahmabadrural,vrihambaad
karoulee,A081_A081014,14gaharoulee,gaharoulee,gaharoulee,gaharoulee
alavar,A059_A059105,105meethiyaavaas,meethiyaavaas,meethiyaavaas,meethiyaavaas
toumk,A095_A095046,46ATH,:,NA,46ath
joodhapur,A125_A125074,74bhaabhuo kee dhaanee,bhaambhoooam kee dhaanee,bhaambhoooam kee dhaanee,bhaabhuo dhaanee
bheelavaadaa,A182_A182234,234reeth,reeth,reeth,reeth
ajamer,A105_A105225,225ghatiyaalee,ghatiyaalee,ghatiyaalee,ghatiyaalee
beekaaner,A014_A014021,mathadaan kendr kaa bhavan evam pathaa  :,beekaaner,beekaaner,NA
naagour,A113_A113218,218makaraanaa,०makaraanaa,makaraanaa,makaraanaa
jaalour,A145_A145058,58mookhaatharaa,Mokhatara,mokhatara,mookhaatharaa
naagour,A111_A111050,50laaee,laaee,laaee,laaee
suajhhunoo,A028_A028158,158soonaasar,soonaasar,soonaasar,soonaasar
hi suajhhun,A026_A026279,279nihaalooth,nihaalooth,nihaalooth,nihaalooth
paalee,A119_A119024,24doodood,dudoud,dudoud,doodood
bheelavaadaa,A182_A182210,210goolabadee,goodabadee,goodabadee,goolabadee
toumk,A095_A095064,64doodavaadee,:,NA,doodavaadee
jaisalamer,A133_A133195,195gadee champaavath,०gadee champaavath,gadee champaavath,gadee champaavath
naagour,A111_A111128,128med഼athaa,medathaasitee,medathaasitee,medathaa
hi bharathapur,A072_A072092,92supaavas,०Supawas,supawas,supaavas
suajhhunoo,A026_A026069,69Arava qe,agavaanaa khurd,agavaanaa khurd,arava qe
raajasamand,A174_A174150,150mevaadiyaa,०mevaadiyaa,mevaadiyaa,mevaadiyaa
h seekar,A039_A039070,70jhhaad഼alee,jhhaadalee,jhhaadalee,jhhaadalee
ajamer,A103_A103013,13mediyaa,०mediyaa,mediyaa,mediyaa
hi suajhhun,A026_A026244,244simghaanaa,०simghaanaa,simghaanaa,simghaanaa
beekaaner,A014_A014069,mathadaan kendr kaa bhavan evam pathaa  :,beekaaner,beekaaner,NA
suajhhun,A029_A029190,mathadaan kendr kaa bhavan evam pathaa  :,parasaraamapuraa,parasaraamapuraa,NA
h jaalour,A142_A142201,201Alea Ht Ft cars,Jalor B (Rural),jalor b rural,alea ht ft cars
karoulee,A081_A081191,191SAT,jeeranaa,jeeranaa,191sat
joodhapur,A124_A124121,121moohakamagadh,moohakamagadh,moohakamagadh,moohakamagadh
alavar,A059_A059156,156baamanathedee,baamanathedee,baamanathedee,baamanathedee
ajamer,A103_A103209,209beemyaakhedaa,beeyaam khedaa,beeyaam khedaa,beemyaakhedaa
baadamer,A137_A137111,111baalootharaa,०baalootharaa,baalootharaa,baalootharaa
booadee,A186_A186069,69Feat,boomdee,boomdee,feat
savaaeemaadhoopur,A091_A091199,199goojar theekariyaa,Goojar Theekariya,goojar theekariya,goojar theekariyaa
gamgaanagar,A003_A003112,112 61eph,61eph,61eph,eph
ajamer,A103_A103176,mathadaan kendr kaa bhavan evam pathaa  :,goohaanaa,goohaanaa,NA
chooru,A021_A021135,135saradaarasahar,saradaarasahar,saradaarasahar,saradaarasahar
gamgaanagar,A003_A003041,41 36ech naggee,36ech,36ech,ech naggee
jayapur,A042_A042179,179saahapuraa,saahapuraa,saahapuraa,saahapuraa
baadamer,A136_A136317,317pathaasar,pathaasar,pathaasar,pathaasar
alavar,A065_A065236,236khedalee pichanouth,:,NA,khedalee pichanouth
alavar,A067_A067135,"135mevakhed഼aa,",:,NA,mevakhedaa
jayapur,A043_A043129,129haadoothaa,haadoothaa,haadoothaa,haadoothaa
hanumaanagadh,A008_A008200,200 30esaesadablyoo phathehagadh഼,30 5500(phathehagadh഼,phathehagadh,esaesadablyoo phathehagadh
joodhapur,A123_A123049,49viramadevagadh഼,viramadevagadh഼,viramadevagadh,viramadevagadh
toumk,A094_A094247,247toodaaraayasimh,toodaaraayasimh,toodaaraayasimh,toodaaraayasimh
gamgaanagar,A004_A004099,mathadaan kendr kaa bhavan evam pathaa  :,soorathagadh഼,soorathagadh,NA
hanumaanagadh,A009_A009023,23haradayaalapuraa,haradayaalapuraa,haradayaalapuraa,haradayaalapuraa
paalee,A116_A116064,64laasanee,:,NA,laasanee
suajhhun,A026_A026109,109dh഼aanee lakshman,dhaanee lakshman,dhaanee lakshman,dhaanee lakshman
naagour,A112_A112198,198gudh഼aajoodhaa,gudh഼aajoodhaa,gudhaajoodhaa,gudhaajoodhaa
hanumaanagadh,A007_A007101,101khaaraa khed഼aa,1seedeeaar (khaaraakhed഼aa,seedeeaar khaaraakhedaa,khaaraa khedaa
karoulee,A083_A083121,121vajeerapur get,karoulee,karoulee,vajeerapur get
suajhhunoo,A026_A026126,126ismaaeelapur,ismaaeelapur,ismaaeelapur,ismaaeelapur
raajasamand,A174_A174167,167thuraavad,thooraavad,thooraavad,thuraavad
naagour,A113_A113216,216makaraanaa,०makaraanaa,makaraanaa,makaraanaa
udayapur,A156_A156156,156kanthood഼aa,kanthood഼aa,kanthoodaa,kanthoodaa
doomgarapur,A158_A158173,173doomgarapur,dooഁagarapur,dooagarapur,doomgarapur
h baadamer,A136_A136122,122hemaaniyoo kaa thalaa,hemaaniyoom kaa thalaa,hemaaniyoom kaa thalaa,hemaaniyoo thalaa
naagour,A115_A115181,181naavaam,naavaam,naavaam,naavaam
naagour,A112_A112210,210mevad഼aa,mevadaa,mevadaa,mevadaa
bheelavaadaa,A181_A181090,90besakalaaee,besakalaaee,besakalaaee,besakalaaee
h seekar,A039_A039075,75Taft,suraanee,suraanee,taft
jayapur,A056_A056117,117vaatikaa,vaatikaa,vaatikaa,vaatikaa
booadee,A185_A185241,mathadaan kendr kaa bhavan evam pathaa  :,kesooraayapaatan,kesooraayapaatan,NA
raajasamand,A176_A176004,4madakaa,madakaa,madakaa,madakaa
paalee,A120_A120098,mathadaan kendr kaa bhavan evam pathaa  :,saadadee,saadadee,NA
qe,A022_A022012,12kootavaad naathoothaan,kootavaad naathoothaan,kootavaad naathoothaan,kootavaad naathoothaan
suajhhun,A026_A026030,30Wale,jaakhood,jaakhood,wale
ajamer,A104_A104090,90seragadh഼,seragadh,seragadh,seragadh
naagour,A111_A111131,131med഼athaa,medathaasitee,medathaasitee,medathaa
paalee,A119_A119296,296sekhaavaas,sekhaavaas,sekhaavaas,sekhaavaas
prathaapagadh,A157_A157212,212daraagaamv,daraagaam൦av,daraagaamav,daraagaamv
jaalour,A142_A142152,152SHAT,Dakatara,dakatara,shat
