district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
badaayoom,AC116_S24A116P343, 343praa0 vidhaalay kakaraalaa ke0 nam0  1,kakaraalaa ,kakaraalaa,praa0 vidhaalay kakaraalaa ke0 nam0
raamapur,AC036_S24A036P119, 119poorv maadhyamik vidyaalay sthith baamhapur ,vahaapur gamgaapur ,vahaapur gamgaapur,poorv maadhyamik vidyaalay baamhapur
sambhal,AC032_S24A032P351, 351praathamik skool dhaamapur kaanh kaksh  2,NA,NA,praathamik skool dhaamapur kaanh
lakhanaoo,AC169_S24A169P364, 364mahes prasaad bihaaree laal haay0ase0 skool geethaapuree kharagaapur kaksh sam0-3 ,kharagaapur ,kharagaapur,mahes prasaad bihaaree laal haay0ase0 skool geethaapuree kharagaapur sam03
balaraamapur,AC292_S24A292P263, 263praa0 paa0 madarahavaa k0an0  १,NA,NA,praa0 paa0 madarahavaa k0an0
aleegadh,AC075_S24A075P035," 35ikaraa pablik skool, nagalaa malalaah, kamaraa n0-൨ ",aleegadh഼ ,aleegadh,ikaraa pablik skool nagalaa malalaah kamaraa n0
baamdaa,AC233_S24A233P203, 203praa0avi0 daamdou ,daadaa ,daadaa,praa0avi0 daamdou
sambhal,AC031_S24A031P192, 192kanyaa praaimaree skool poorvee asaalathapur jaaraee kaksh-1 ,asaalathapur jaaraee ,asaalathapur jaaraee,kanyaa praaimaree skool poorvee asaalathapur jaaraee kaksh1
mathuraa,AC085_S24A085P374, 374praa0avi0 dhaanaa jeevanaa ,dhaanaa jeevanaa ,dhaanaa jeevanaa,praa0avi0 dhaanaa jeevanaa
itaavaa,AC201_S24A201P365, 365praa0apaa0 phathehapuraa ,phathehapuraa ,phathehapuraa,praa0apaa0 phathehapuraa
sambhal,AC111_S24A111P277, 277praa0apaa0ak0an൦൧ ghughaeeyaa ,ghughad഼ayaa ,ghughadayaa,praa0apaa0ak0an ghughaeeyaa
baaraabamkee,AC268_S24A268P336, 336raajakeey baalikaa iam kaalej baaraabamkee kam0an  12,navaabagamj ,navaabagamj,raajakeey baalikaa iam kaalej baaraabamkee kam0an 12
raay barelee,AC182_S24A182P095, 95raamagaamv ,raamagaamv ,raamagaamv,raamagaamv
itaavaa,AC201_S24A201P379, 379praa0apaa0 vinaayakapur ,vinaayakapur ,vinaayakapur,praa0apaa0 vinaayakapur
goondaa,AC298_S24A298P132, 132praaimaree paathasaalaa atharasueeyaa k0an0  १,atharasudaiyaa ,atharasudaiyaa,praaimaree paathasaalaa atharasueeyaa k0an0
gaajiyaabaad,AC057_S24A057P061, 61praa0 vi0 yaakoothapur mavee ,AURA Ad? ,aura ad,praa0 vi0 yaakoothapur mavee
seethaapur,AC149_S24A149P280, 280poorv maa0 vi0 barachhathaa ,barachhathaa ,barachhathaa,poorv maa0 vi0 barachhathaa
ilaahaabaad,AC257_S24A257P105, 105praathamik vidyaalay kaharaa d0abhaag ,chakaaajam ,chakaaajam,praathamik vidyaalay kaharaa d0abhaag
aagaraa,AC092_S24A092P253, 253praa.vi souraa k.n  1,sooraa ,sooraa,praavi souraa kn
gaajiyaabaad,AC055_S24A055P717, 717divaakar maadal skool syaamapaark eksatemsan ,gaajiyaabaad ,gaajiyaabaad,divaakar maadal skool syaamapaark eksatemsan
baamdaa,AC233_S24A233P299, 299praa0avi0 mavaee ,Aas ,aas,praa0avi0 mavaee
phaijaabaad,AC275_S24A275P102, 102raajakaran vaidik intar kaalej phaijaabaad uththar nayaa bhavan ,phaijaabaad ,phaijaabaad,raajakaran vaidik intar kaalej phaijaabaad uththar nayaa
ilaahaabaad,AC257_S24A257P272, 272praathamik vidyaalay khakhaichaa d0abhaag ,khakhaichaa ,khakhaichaa,praathamik vidyaalay khakhaichaa d0abhaag
kheeree,AC141_S24A141P288, 288jagadeesapur ,jagadeesapur ,jagadeesapur,jagadeesapur
phiroojaabaad,AC096_S24A096P318, 318praa.paa.arthuraa k s  1,athurr ,athurr,praapaaarthuraa
soonabhadr,AC400_S24A400P239, 239praathamik vidyaalay baharaa (bamgalaa kamaraa nam0  २,bahaaaraa ,bahaaaraa,praathamik vidyaalay baharaa bamgalaa kamaraa nam0
lakhanaoo,AC168_S24A168P232, 232praa0 vi0 rasoolapur kaksh sam0  - 1,rasoolapur ,rasoolapur,praa0 vi0 rasoolapur sam0
bijanour,AC021_S24A021P010, 10youTofao phareedapur samsaaroo urph dhookalapur kaksh  १,phareedapur samsaaroo ,phareedapur samsaaroo,youtofao phareedapur samsaaroo urph dhookalapur
kuseenagar,AC333_S24A333P150, 150praaimaree paathasaalaa damavatheeyaa kaksh n  ०१,damavathiyaa ,damavathiyaa,praaimaree paathasaalaa damavatheeyaa
sahaaranapur,AC005_S24A005P209," 209praathamik vidyaalay kaksh nambar-1, kaasimapur ",devaband dehaath ,devaband dehaath,praathamik vidyaalay nambar1 kaasimapur
baaraabamkee,AC266_S24A266P225, 225nesanal i0 kaalej phathehapur kaksh sam0  6,phathehapur ,phathehapur,nesanal i0 kaalej phathehapur sam0
badaayoom,AC113_S24A113P189, 189praa0 vi0 muhammad gamj goobaraa k0an0  1,moohammadagamj goovaraa ,moohammadagamj goovaraa,praa0 vi0 muhammad gamj goobaraa k0an0
baharaaich,AC287_S24A287P202, 202joo൦ahaa൦askool payaagapur (naveenabhavan (atharikth kaksh-1 ,payaagapur ,payaagapur,jooahaaaskool payaagapur naveenabhavan atharikth kaksh1
baaraabamkee,AC266_S24A266P258, 258praa0 vi0 gaaouraa karoumdee athirikth kaksh ,karoudee ,karoudee,praa0 vi0 gaaouraa karoumdee athirikth
sahaaranapur,AC006_S24A006P122, 122praathamik vidhaalay kamaraa nambar  1ghasouthee ,ghasoothee ,ghasoothee,praathamik vidhaalay kamaraa nambar 1ghasouthee
ilaahaabaad,AC257_S24A257P175, 175praathamik vidyaalay bhoogavaaraa d0abhaag ,januaadeeh khurd ,januaadeeh khurd,praathamik vidyaalay bhoogavaaraa d0abhaag
kheeree,AC144_S24A144P065, 65bhood഼aa piparee ,bhood഼aapiparee ,bhoodaapiparee,bhoodaa piparee
unnaav,AC165_S24A165P288, 288praa0 vi0 paschim gadan khedaa ,un‍naav ,unnaav,praa0 vi0 paschim gadan khedaa
aagaraa,AC089_S24A089P065, 65sainik pablik maadhyamik kaalej kabeer kumj jagadeesapuraa k൦n൦  1,aagaraa ,aagaraa,sainik pablik maadhyamik kaalej kabeer kumj jagadeesapuraa kn
kannouj,AC198_S24A198P164, 164praa0 vi0 bhavaaneepur prathaap ,bhavaaneepur prathaap ,bhavaaneepur prathaap,praa0 vi0 bhavaaneepur prathaap
kuseenagar,AC332_S24A332P321, 321praa൦ paa൦ nooniyaa pattee kaksh nam0  2,nooniyaa pattee ,nooniyaa pattee,praa paa nooniyaa pattee nam0
raamapur,AC034_S24A034P062, 62praathamik vidyaayal gaamgan nagalee ,gaamgan nagalee ,gaamgan nagalee,praathamik vidyaayal gaamgan nagalee
kaasagamj,AC100_S24A100P108, 108praa0 paa0 varakulaa k0anam0  २,NA,NA,praa0 paa0 varakulaa k0anam0
unnaav,AC165_S24A165P132, 132praa0 vi0 piparee ,NA,NA,praa0 vi0 piparee
haapud,AC060_S24A060P155, 155praathamik vidyaalay navaadaa kalaa ,navaadaa kalaam ,navaadaa kalaam,praathamik vidyaalay navaadaa kalaa
muraadaabaad,AC028_S24A028P420, 420praa0 skool baalak kaksh-5 majhhoolaa ,muraadaabaad ,muraadaabaad,praa0 skool baalak kaksh5 majhhoolaa
phaijaabaad,AC274_S24A274P260, 260praathamik vidyaalay palniyaa goovaa dakshinee ,paliyaa goovaa ,paliyaa goovaa,praathamik vidyaalay palniyaa goovaa dakshinee
kaanapur nagar,AC210_S24A210P320, 320praa.paa raavathapur k0asam0  1,NA,NA,praapaa raavathapur k0asam0
muraadaabaad,AC027_S24A027P213, 213aadars graameen vidyaalay harathalaa kaksh-5 ,muraadaabaad ,muraadaabaad,aadars graameen vidyaalay harathalaa kaksh5
haradooee,AC157_S24A157P319, 319praa0apaa൦ bhaisaree k0anam൦  २,bhaisaree ,bhaisaree,praa0apaa bhaisaree k0anam
muraadaabaad,AC026_S24A026P343, 343praa0 skool kaalaa jhhaandaa ,kaalaa jhhaamdaa ,kaalaa jhhaamdaa,praa0 skool kaalaa jhhaandaa
aagaraa,AC091_S24A091P363, 363praa0 vi0 ujaraee k  0nam02 ,ujaraee ,ujaraee,praa0 vi0 ujaraee 0nam02
ilaahaabaad,AC255_S24A255P300, 300indiraa gaadhee joo0 haaee skool jaamhaa khaas dakshinee bhaag ,jaamhaa khaas ,jaamhaa khaas,indiraa gaadhee joo0 haaee skool jaamhaa khaas dakshinee bhaag
mathuraa,AC083_S24A083P322, ३22joo൦haa൦agskool TST kann൦൧ ,beree ,beree,joohaaagskool tst kann
bijanour,AC022_S24A022P233, 233raajakeey aaee0atee0aaaee0 bijanour kaksh  5,raseedapur gadhee ,raseedapur gadhee,raajakeey aaee0atee0aaaee0 bijanour
sahaaranapur,AC005_S24A005P206," 206praathamik vidyaalay kaksh nambar-1, akabarapur majaraa devaband ",akabarapur m0 ,akabarapur m0,praathamik vidyaalay nambar1 akabarapur majaraa devaband
prathaapagadh,AC249_S24A249P206, 206praa0avi0 beebeepur mustharkaa ,beebeepur mustharakaa ,beebeepur mustharakaa,praa0avi0 beebeepur mustharkaa
phaijaabaad,AC273_S24A273P405, 405praathamik vidyaalay gayaasuddeenapur kaksh sam0  1,gayaasudadeenapur ,gayaasudadeenapur,praathamik vidyaalay gayaasuddeenapur sam0
gaajiyaabaad,AC053_S24A053P337, 337jnjaan gamgaa p.joo.haa skool naaeepuraa ,loonee ,loonee,jnjaan gamgaa pjoohaa skool naaeepuraa
mujaphpharanagar,AC016_S24A016P026, 26praathamik vidyaalay kam0an0.2 dheeraahedee ,dheeraahedee ,dheeraahedee,praathamik vidyaalay kam0an02 dheeraahedee
kousaambee,AC251_S24A251P239, 239praa0avi0 bhadesar poorvee bhaag ,bhadesar ,bhadesar,praa0avi0 bhadesar poorvee bhaag
auraiyaa,AC202_S24A202P016, 16gaadhee i0akaa൦ airavaakataraa k0an൦  २,Wad kuilee ,wad kuilee,gaadhee i0akaa airavaakataraa k0an
barelee,AC122_S24A122P041, 41praa0 paa0 arjunapur ,ajuainapur ,ajuainapur,praa0 paa0 arjunapur
badaayoom,AC117_S24A117P052, 52praa0 vi0 k0 nam0  1pairahaa ,chutamuree ,chutamuree,praa0 vi0 k0 nam0 1pairahaa
unnaav,AC167_S24A167P272, 272saamu0 kendr bhavalriyaa poo0 ,bhavalriyaa ,bhavalriyaa,saamu0 bhavalriyaa poo0
raay barelee,AC183_S24A183P165, 165chichoulee ,chiloulee ,chiloulee,chichoulee
bhadoohee,AC393_S24A393P320, 320joo0ahaa0 skool kshathrasaahapur k0asam0-2 ,chhathrasaahapur ,chhathrasaahapur,joo0ahaa0 skool kshathrasaahapur k0asam02
aagaraa,AC086_S24A086P262, 262praa0avi൦ gathee raamee k0anam൦  2,chougaan ,chougaan,praa0avi gathee raamee k0anam
baharaaich,AC285_S24A285P368, 368praa൦avi൦-ted഼avaa basamthapur k൦nam൦-൨ ,ted഼avaa basamthapur ,tedavaa basamthapur,praaavitedavaa basamthapur knam
mathuraa,AC084_S24A084P044, 44hajaareemal soomaanee i0akaa0 vrindaavan k0anam0  8,mathuraa vrindaavan ,mathuraa vrindaavan,hajaareemal soomaanee i0akaa0 vrindaavan k0anam0
unnaav,AC163_S24A163P103, 103praathamik vidyaalay devaganamaoo ,devaganamaoo ,devaganamaoo,praathamik vidyaalay devaganamaoo
baliyaa,AC358_S24A358P149, 149harijan praa0 paa0 rasadaa (poo0 ,rasad഼aa ,rasadaa,harijan praa0 paa0 rasadaa poo0
soonabhadr,AC400_S24A400P157, 157praathamik vidyaalay koolakaadee sthith bad഼aagaamv ,bad഼aagaamv ,badaagaamv,praathamik vidyaalay koolakaadee badaagaamv
vaaraanasee,AC387_S24A387P168, 168karmadesvar mahaadev i0ak0 kandavaa k0asam04 ,kandavaam ,kandavaam,karmadesvar mahaadev i0ak0 kandavaa k0asam04
phiroojaabaad,AC098_S24A098P194, 194praa0apaa0aaasadevamaee noorapur ,aasadevamad഼ noorapur ,aasadevamad noorapur,praa0apaa0aaasadevamaee noorapur
kheeree,AC139_S24A139P332, 332jhhaaoopur m0alandanapur grant ,lan‍danapur grant ,landanapur grant,jhhaaoopur m0alandanapur grant
pharookhaabaad,AC192_S24A192P070, 70harakaranapur ,harakaranapur ,harakaranapur,harakaranapur
haapud,AC058_S24A058P058, 58praathamik vidhaalay ahamadapur nayaa g൉av kamaraa nam0  2,ahamadapur nayaagaamv ,ahamadapur nayaagaamv,praathamik vidhaalay ahamadapur nayaa gav kamaraa nam0
aajamagadh,AC352_S24A352P292, 292praa0avi0 joovaaഁ kaksh  २,aa ,NA,praa0avi0 joovaa
ilaahaabaad,AC261_S24A261P009, 9seravaanee i kaa akabarapur salal‍laahapur kamaraa nam  २,akabarapur Aone ,akabarapur aone,seravaanee akabarapur salallaahapur kamaraa nam
bulandasahar,AC064_S24A064P088, 88gulaavathee mupheedeaam haayar saikendree skool k.nam  ६(puraanaa bhavan ,gulaavathee ,gulaavathee,gulaavathee mupheedeaam haayar saikendree skool knam puraanaa
phathehapur,AC243_S24A243P093, 93praa0avi0 lakshmanapur ,laakheepur ,laakheepur,praa0avi0 lakshmanapur
kaanapur dehaath,AC205_S24A205P020, 20praathamik paathasaalaa nivaadaaanee ,nivaadaa anee ,nivaadaa anee,praathamik paathasaalaa nivaadaaanee
kuseenagar,AC333_S24A333P167, 167jooniyar haaee skool piparaajataamapur kaksh n  01,piparaa jataamapur ,piparaa jataamapur,jooniyar haaee skool piparaajataamapur 01
baliyaa,AC360_S24A360P147, 147praa0apaa0 koopavaam ,koopavaam ,koopavaam,praa0apaa0 koopavaam
sahaaranapur,AC005_S24A005P172," 172poorv maadhyamik vidyaalay mem sthith praathamik skool poorvee bhaag kaksh nambar-1, ambehataa sekhaa ",ambehataa sekhaa ,ambehataa sekhaa,poorv maadhyamik vidyaalay mem praathamik skool poorvee bhaag nambar1 ambehataa sekhaa
maoo,AC354_S24A354P270, 270praa൦apaa൦amaseenaa poo൦ bhaag ,maseenaa ,maseenaa,praaapaaamaseenaa poo bhaag
raamapur,AC036_S24A036P079," 79guroonaanak kanyaa i0 kaa0 bilaasapur, kaksh sam0-൦൩ ",bilaasapur ,bilaasapur,guroonaanak kanyaa i0 kaa0 bilaasapur sam0
basthee,AC310_S24A310P358, 358praathamik vidyaalay parasaa jaageer ,kataranaraakhurd ,kataranaraakhurd,praathamik vidyaalay parasaa jaageer
kousaambee,AC252_S24A252P255, 255praa.vi chak sathaaragamj ,rasoolapur bad഼agaav ,rasoolapur badagaav,praavi chak sathaaragamj
kuseenagar,AC335_S24A335P340, 340praa൦ paa൦ mooravan kaksh-3 ,mooravan ,mooravan,praa paa mooravan kaksh3
gaajeepur,AC379_S24A379P365, 365praa0apaa0 karahiyaa dakshin (p0achhoor ,karahiyaa ,karahiyaa,praa0apaa0 karahiyaa dakshin p0achhoor
NA,AC021_S24A021P080, 80praa൦avi0 haldour ditheey kaksh  २,Boalt ,boalt,praaavi0 haldour ditheey
haradooee,AC159_S24A159P254, 254praa0apaa൦ gamgaaraamapur ni൦ bandeepur malalaavaam k0anam൦  -8,malal‍laavaam ,malallaavaam,praa0apaa gamgaaraamapur ni bandeepur malalaavaam k0anam
bulandasahar,AC070_S24A070P139, 139dharapaa chooharapur praaeemaree skool k.n.1 ,dharapaa choohadapur ,dharapaa choohadapur,dharapaa chooharapur praaeemaree skool kn1
gaajiyaabaad,AC055_S24A055P559, 559indiraapuram pablik skool nyaay khand pratham indiraapuram ,gaajiyaabaad ,gaajiyaabaad,indiraapuram pablik skool nyaay khand pratham indiraapuram
merath,AC044_S24A044P002, 2uchch praa0 vi0 aalamagirapur phareedapur ,aalamagirapur ,aalamagirapur,uchch praa0 vi0 aalamagirapur phareedapur
balaraamapur,AC291_S24A291P253, 253praa0apaa0 gouraamaaphee k0an0  १,gouraamaaphee ,gouraamaaphee,praa0apaa0 gouraamaaphee k0an0
mainapuree,AC107_S24A107P359, 359poo0amaa0avi0 junhaisaa kaksh sam0  1,Area ,area,poo0amaa0avi0 junhaisaa sam0
gaajiyaabaad,AC056_S24A056P375, 375poorv maa൦0 vi0 daasanaa get ,gaajiyaabaad ,gaajiyaabaad,poorv maa0 vi0 daasanaa get
baharaaich,AC285_S24A285P157, 157praa൦avi൦-kapoorapur k൦anam൦-൧ ,PRO ,pro,praaavikapoorapur kanam
gaajeepur,AC379_S24A379P260, 260praa0apaa0 koosee (p0achhoor ,koosee a ,koosee a,praa0apaa0 koosee p0achhoor
garaget,AC068_S24A068P377, 377jaragavaam praaeemaree skool k൦n൦൧൯ ,jaragavaam ,jaragavaam,jaragavaam praaeemaree skool kn
peeleebheeth,AC129_S24A129P107, 107aanandapur urph bhagavanthaapur ,aanandapur urph ,aanandapur urph,aanandapur urph bhagavanthaapur
mathuraa,AC083_S24A083P140, 140Yrofdo3ieir ,soumkh ,soumkh,yrofdo3ieir
aagaraa,AC089_S24A089P129, 129raadhaa krishn kanyaa mahaavidyaalay sektar-൯ k0anam൦-൪ ,aagaraa ,aagaraa,raadhaa krishn kanyaa mahaavidyaalay sektar k0anam
kheeree,AC141_S24A141P139, 139lookaeepuravaa m0 baburee ,baburee ,baburee,lookaeepuravaa m0 baburee
bijanour,AC022_S24A022P444, 444poorv0 maa0 vi0 jahaanaabaad kaksh  2,jahaanaabaad bee0ae0 ,jahaanaabaad bee0ae0,poorv0 maa0 vi0 jahaanaabaad
merath,AC045_S24A045P236, 236praa0 vi0 poorab sikhaidaa ,sikhedaa ,sikhedaa,praa0 vi0 poorab sikhaidaa
bulandasahar,AC066_S24A066P269, 269paravaanaa mahamoodapur poo0amaa0 vidyaalay k0an0  1,paravaanaa mahamoothapur ,paravaanaa mahamoothapur,paravaanaa mahamoodapur poo0amaa0 vidyaalay k0an0
baagapath,AC050_S24A050P190, 190harijan pamchaayath ghar k.n.-2 athi0 nirapudaa ,nirapudaa ,nirapudaa,harijan pamchaayath kn2 athi0 nirapudaa
lakhanaoo,AC171_S24A171P205, 205praathamik vidyaalay naipiyar rood nivaajagamj kaksh samkhyaa-൨ ,lakhanaoo ,lakhanaoo,praathamik vidyaalay naipiyar rood nivaajagamj samkhyaa
jounapur,AC365_S24A365P079, 79ne0ai0akaa0 patteenarendrapur poo0abhaag kaksh sam൦  1,patateenarendrapur ,patateenarendrapur,ne0ai0akaa0 patteenarendrapur poo0abhaag sam
saahajahaaapur,AC132_S24A132P198, 198praa൦ skool paapari ,bathadhaoo ,bathadhaoo,praa skool paapari
ilaahaabaad,AC261_S24A261P333, 333najamaa garls intar kaalej saahagamj kamaraa nam  ३,ilaahaabaad ,ilaahaabaad,najamaa garls intar kaalej saahagamj kamaraa nam
vaaraanasee,AC389_S24A389P167, 167svaamee vivekaanand kaanvemt skool kajjaakapuraa k0asam0.൫ ,vaaraanasee ,vaaraanasee,svaamee vivekaanand kaanvemt skool kajjaakapuraa k0asam0
itaavaa,AC201_S24A201P290, 290praa0apaa0 mad഼oulee kaksh nam0-2 ,madoulee ,madoulee,praa0apaa0 madoulee nam02
vaaraanasee,AC391_S24A391P301, 301kanyaa poorv maadhyamik vi0 saamhasaahapur k0 sam0 oO ,saahasaahapur ,saahasaahapur,kanyaa poorv maadhyamik vi0 saamhasaahapur k0 sam0 oo
amethee,AC184_S24A184P280, 280praa0 paa0 dichhoulee kaksh sam൦  2,dichhoulee ,dichhoulee,praa0 paa0 dichhoulee sam
baaraabamkee,AC266_S24A266P081, 81praa0 vi0 auramgaabaad kaksh sam0  १,auragaabaad ,auragaabaad,praa0 vi0 auramgaabaad sam0
vaaraanasee,AC391_S24A391P176, 176pamchaayath bhavan paramandaapur ,paramandaapur ,paramandaapur,pamchaayath paramandaapur
siddhaarthanagar,AC304_S24A304P338, 338baamsee ,NA,NA,baamsee
maoo,AC354_S24A354P225, 225joo0ahaa0askool lakhaneemubaarakapur u0abhaag ,lakhaneemubaarakapur ,lakhaneemubaarakapur,joo0ahaa0askool lakhaneemubaarakapur u0abhaag
mujaphpharanagar,AC012_S24A012P193," 193kanyaa paathasaalaa k0anam0-1, dhimdhaavalee ",dhidhaavalee ,dhidhaavalee,kanyaa paathasaalaa k0anam01 dhimdhaavalee
balaraamapur,AC293_S24A293P401, 401praa0apaa൦ devariyaa inaayath d൦ bhaag ,devariyaa inaayath ,devariyaa inaayath,praa0apaa devariyaa inaayath d bhaag
mathuraa,AC083_S24A083P030, 30praa0 vi0 neemagaaഁav k0 nam0  1,neem gaamv ,neem gaamv,praa0 vi0 neemagaaav k0 nam0
ilaahaabaad,AC256_S24A256P419, 419joo0 haa0 skool hanumaanagamj u൦ bhaag ,saraayalaahar urph ,saraayalaahar urph,joo0 haa0 skool hanumaanagamj u bhaag
badaayoom,AC112_S24A112P306, 306raayapur jagaman praa vi k nam.-൧ ,raayapur jagaman ,raayapur jagaman,raayapur jagaman praa vi nam
siddhaarthanagar,AC304_S24A304P401, 401chhithahee ,NA,NA,chhithahee
kuseenagar,AC331_S24A331P347, 347praa0apaa0agadahiyaa paathak kaksh nam൦  ९,gad൒ahiyaa paathak ,gadahiyaa paathak,praa0apaa0agadahiyaa paathak nam
jaaloun,AC220_S24A220P422, 422praathamik vidyaalay kathapuravaa ,kathapuravaa ,kathapuravaa,praathamik vidyaalay kathapuravaa
phiroojaabaad,AC097_S24A097P046, 46raashteey sraamik vidhaalay karabalaa k൦ s൒  ०३,phiroojaabaad ,phiroojaabaad,raashteey sraamik vidhaalay karabalaa k s
kaanapur nagar,AC209_S24A209P040, 40praa vidayaalayabaavanajhhaalaa mujaphpharapur kaksh sam-൨ ,baavanajhhaalaa ,baavanajhhaalaa,praa vidayaalayabaavanajhhaalaa mujaphpharapur sam
muraadaabaad,AC028_S24A028P037, 37es0aes0 i0akaa0 kaksh-3 ,muraadaabaad ,muraadaabaad,es0aes0 i0akaa0 kaksh3
goondaa,AC296_S24A296P260, 260praanpaa൦ dhanoulee k0 n0  १,Seite ,seite,praanpaa dhanoulee k0 n0
vaaraanasee,AC385_S24A385P233, 233praa0apaa0 kaithour ,bak ,bak,praa0apaa0 kaithour
phaijaabaad,AC271_S24A271P322, 322kanyaa praathamik vidyaalay roodoulee kaksh sam.1 ,roodoulee ,roodoulee,kanyaa praathamik vidyaalay roodoulee sam1
ilaahaabaad,AC264_S24A264P139, 139poorv maa൦ joo൦ahaa൦ skool baghalaa madanapur p൦ bhaag ,baghalaa ,baghalaa,poorv maa jooahaa skool baghalaa madanapur p bhaag
baagapath,AC051_S24A051P114, 114praaeemaree paathasaalaa patatee mehar k0anam0  1badouth ,badouth ,badouth,praaeemaree paathasaalaa patatee mehar k0anam0 1badouth
goondaa,AC299_S24A299P092, 92jooniyar haaee skool kood഼aree k0an0  २,umareebegamagamj-2 ,umareebegamagamj2,jooniyar haaee skool koodaree k0an0
gaajiyaabaad,AC057_S24A057P223, 223praa0 vi0 nam  1thaane ke paas begamaabaad ,begamaabaad budaanaa ,begamaabaad budaanaa,praa0 vi0 nam 1thaane begamaabaad
jhhaamsee,AC225_S24A225P045, 45praa.vidyaalay maboosaa ,magoosaa ,magoosaa,praavidyaalay maboosaa
mainapuree,AC107_S24A107P367, 367praa0apaa0 sirasaa kaksh sam0  1,sirasaa ,sirasaa,praa0apaa0 sirasaa sam0
barelee,AC124_S24A124P387, 387praa൦ paa൦ goovindaapur k0anam0൧ ,barelee ,barelee,praa paa goovindaapur k0anam0
goorakhapur,AC321_S24A321P120, 120praa0 vi0 pookharabhindaa k0 nam0  2,pookharabhindaa ,pookharabhindaa,praa0 vi0 pookharabhindaa k0 nam0
prathaapagadh,AC248_S24A248P222, 222praa൦ vi൦ aamamaoo ,aamamath ,aamamath,praa vi aamamaoo
lakhanaoo,AC171_S24A171P269, 269഑akak‍saphoord pablik intar kaalej ഑al indiyaa siyaa yatheemakhaanaa kaajamain rood lakhanaoo kaksh ,lakhanaoo ,lakhanaoo,akaksaphoord pablik intar kaalej al indiyaa siyaa yatheemakhaanaa kaajamain rood lakhanaoo
baagapath,AC051_S24A051P062, 62sarasvathee sikshaa sadan jooniyar haaeeskool goomgaa khedee ,googaakhedee ,googaakhedee,sarasvathee sikshaa sadan jooniyar haaeeskool goomgaa khedee
aajamagadh,AC344_S24A344P236, 236praa0 vi0 paandechavar ,paandey chamvar ,paandey chamvar,praa0 vi0 paandechavar
unnaav,AC167_S24A167P446, 446praa0apaa0 eeamtabaamdh ,Ads ,ads,praa0apaa0 eeamtabaamdh
siddhaarthanagar,AC303_S24A303P324, 324tharoooulee ,tharoulee ,tharoulee,tharoooulee
chandoulee,AC380_S24A380P365, 365praanpaa൦ nakatee raghunaathapur kaksh sam൦-3 ,NA,NA,praanpaa nakatee raghunaathapur sam3
mathuraa,AC085_S24A085P223, 223praa0avi0 saraayadaaud ,Ta alsa ,ta alsa,praa0avi0 saraayadaaud
saamalee,AC010_S24A010P296, 296nesanal pablik joo0ahaa0 skool k0 nam0  1kaamdhalaa ,kaadhalaa ,kaadhalaa,nesanal pablik joo0ahaa0 skool k0 nam0 1kaamdhalaa
seethaapur,AC149_S24A149P075, 75praa0 vi0 samkarapur thethaulaa k0 nam0  2,samkarapur thyoothraa ,samkarapur thyoothraa,praa0 vi0 samkarapur thethaulaa k0 nam0
saahajahaaapur,AC133_S24A133P032, 32praa൦ paa൦ ummarapur kaksh  ३,thilahar ,thilahar,praa paa ummarapur
goondaa,AC297_S24A297P167, 167joo൦ haa൦ skool beerapur kataraa Ho ao of ,beerapur kataraa ,beerapur kataraa,167joo haa skool beerapur kataraa ho ao of
auraiyaa,AC202_S24A202P278, 278praa൦ vi൦ barakasee k൦ n൦  ९,varakasee ,varakasee,praa vi barakasee k n
phathehapur,AC239_S24A239P165, 165praa0avi0 kooraiyaam kaksh  - 2,kooraiyaam ,kooraiyaam,praa0avi0 kooraiyaam
baaraabamkee,AC269_S24A269P277, 277poo0amaa0avi0 naveenabhavan paatamaoo kaksh nam0  2,paatamath ,paatamath,poo0amaa0avi0 naveenabhavan paatamaoo nam0
goorakhapur,AC326_S24A326P203, 203praa0apaa0 semarounaa kaksh sam01 ,semarounaa ,semarounaa,praa0apaa0 semarounaa sam01
mahaaraajagamj,AC317_S24A317P067, 67praa0apaa0aledee ,raamachandrahee ,raamachandrahee,praa0apaa0aledee
goondaa,AC299_S24A299P427, 427paramahams skool k0as0  १thulaseepur ,thulaseeshapur maajhhaa-2 ,thulaseeshapur maajhhaa2,paramahams skool k0as0 thulaseepur
mirjaapur,AC395_S24A395P134, 134praa0avi0 majhhigavaa ,majhhigavaa ,majhhigavaa,praa0avi0 majhhigavaa
ilaahaabaad,AC257_S24A257P095, 95iam0akaa0amoothihaaഁ m0abhaag ,Alfder ,alfder,iam0akaa0amoothihaa m0abhaag
gaajeepur,AC379_S24A379P026, 26praa൦paa൦ soonahariyaa (p൦achhoor ,soonahariyaaഁ ,soonahariyaa,praapaa soonahariyaa pachhoor
unnaav,AC167_S24A167P403, 403praa0apaa0 lauthavaa simhanakhedaa p൦ ,lauvaa simhanakhed഼aa ,lauvaa simhanakhedaa,praa0apaa0 lauthavaa simhanakhedaa p
phaijaabaad,AC271_S24A271P030, 30poorv maadhyamik vidyaalay raaneemaoo athirikth kaksh ,raaneemaoo ,raaneemaoo,poorv maadhyamik vidyaalay raaneemaoo athirikth
goutham buddh nagar,AC061_S24A061P033, 33aaee0atee0aaaee0 bhavan sai0  11kam0 nam0  6,NA,NA,aaee0atee0aaaee0 sai0 11kam0 nam0
