miss_elector_name,miss_rel_name,miss_relationship,miss_house_no,miss_age,miss_sex,miss_ps_name
0.013024658850485508,0.0036170625571662184,0.0011733510721841883,0.010209078226484473,4.5502000240213604e-4,0.021640012195459964,0
