n_rows,share_valid_age,share_sex_mapped,share_relation_mapped,share_with_house,share_with_name_t13n,n_parts,state,roll_year
129336463,0.9540434084702007,0.9401278740705937,0.9928333589886403,0.9845390158844842,0.9883823017488889,148537,up,2017
