miss_elector_name,miss_rel_name,miss_relationship,miss_house_no,miss_age,miss_sex,miss_ps_name
0.011709833585710433,0.011942499762309471,0.007136126718811717,0.01256629246834078,0.031236786918750033,0.06024662614719498,1.700550127966397e-5
