n_rows,share_valid_age,share_sex_mapped,share_relation_mapped,share_with_house,share_with_name_t13n,n_parts,state,roll_year
43265056,0.9980384400750574,0.9780824044235606,0.9987929519841602,0.9885684419315209,0.9869208536330104,48182,raj,2018
